text,paraphrase,BLUE_score,TER_score,ROUGE1_score,ROUGE2_score,ROUGEL_score,SACREBLUE_score
"This was a series of nested angular standards , so that measurements in azimuth and elevation could be done directly in polar coordinates relative to the ecliptic .","This was a series of nested orthogonal standards, so measurements in azimuth and elevation could be done directly in polar coordinates relative to the ecliptic.",0.8032263623299818,21.428571428571427,0.9411764705882353,0.8571428571428572,0.9411764705882353,80.32263623299822
His father emigrated to Missouri in 1868 but returned when his wife became ill and before the rest of the family could also go to America .,"His father emigrated to Missouri in 1868, but returned when his wife became ill and the rest of the family could also leave America.",0.6988909238965656,22.22222222222222,0.9199999999999999,0.8333333333333333,0.9199999999999999,69.88909238965658
"In January 2011 , the Deputy Secretary General of FIBA Asia , Hagop Khajirian , inspected the venue together with SBP - President Manuel V. Pangilinan .","In January 2011, the Deputy Secretary General of FIBA Asia Hagop Khajirian inspected the venue along with SBP President Manuel V. Pangilinan.",0.6150785915857365,29.629629629629626,0.9545454545454546,0.9047619047619048,0.9545454545454546,61.50785915857363
"Steiner argued that , in the right circumstances , the spiritual world can be explored through direct experience by practicing ethical and cognitive forms of rigorous self-discipline .","Steiner argued that in the right circumstances, the spiritual world can be explored through direct experience by practicing ethical and cognitive forms of rigorously self-discipline.",0.8147865470559416,21.428571428571427,0.9615384615384616,0.92,0.9615384615384616,81.47865470559415
"Luciano Williames Dias ( born July 25 , 1970 ) is a Brazilian football coach and former player .",Luciano Williames Dias ( born 25 July 1970 ) is a Brazilian football coach and former player.,0.7577654648793641,21.052631578947366,1.0,0.7857142857142857,0.9333333333333333,75.77654648793643
"During her sophomore , junior and senior summers , she spent half of it with her Alaska team , and half playing , and living in Oregon .","During her junior, junior and senior summers she spent half of it with her Alaska team and half playing and living in Oregon.",0.6005960062262375,25.0,0.9565217391304348,0.9090909090909091,0.9565217391304348,60.05960062262372
The smallest number that can be represented in two positive and seventh ways as a sum of four different powers is 2056364173794800 .,The smallest number that can be represented in two positive and seventh ways as a sum of four different powers is 2064863792.,0.9173176373893104,8.695652173913043,0.9545454545454546,0.9523809523809523,0.9545454545454546,91.73176373893106
"His father emigrated to Missouri in 1868 , but returned when his wife became ill and before the rest of the family could go to America .","His father emigrated to Missouri in 1868, but returned when his wife became ill and before the rest of the family could leave America.",0.8715906069718004,22.22222222222222,0.9387755102040817,0.8936170212765957,0.9387755102040817,87.15906069718004
"The Villa Pesquera facilities are owned by the Municipality of Ponce , but operated by the fishermen themselves .","Villa Pesquera facilities are owned by the municipality of Ponce, but are operated by the fishermen themselves.",0.6888365053466561,31.57894736842105,0.9411764705882353,0.875,0.9411764705882353,68.8836505346656
It is situated south of Köroğlu Mountains and to the north of Bolu .,It is located south of the Krolu Mountains and north of Bolu.,0.2742249046102379,42.857142857142854,0.7407407407407408,0.4,0.6666666666666665,27.422490461023802
The Río Blanco mine is a large copper mine located in the north of Peru in Loreto Region .,"The Ro Blanco mine is a large copper mine located in the north-western province of Loreto, Peru.",0.5339267703796153,42.10526315789473,0.8108108108108109,0.5714285714285715,0.7567567567567567,53.39267703796153
"He appeared as General Tao in the Amazon - Show `` The Man at the High Castle '' , and as Onoda in AMC `` Hell On Wheels '' .",He appeared as General Tao in Amazon Show  The Man at High Castle '' and as Onoda in AMC  Hell On Wheels ''.,0.4338351853086434,26.666666666666668,0.9545454545454545,0.8571428571428572,0.9545454545454545,43.38351853086434
"The spectral levels of light that can be measured by plants for photosynthesis is similar to , but not the same as what 's used by lumens .","The spectral levels of light that can be measured by plants for photosynthesis are similar to, but not the same as what is used by LEDs.",0.7521206186172787,21.428571428571427,0.9230769230769231,0.8000000000000002,0.8846153846153846,75.21206186172783
The Sunset Sunset Road comes from right and becomes Briscoe Mountain Road .,Sunset Road comes from right and becomes Briscoe Mountain Road.,0.8337529180751805,30.76923076923077,0.9090909090909091,0.9,0.9090909090909091,83.37529180751808
"To get there , take the Marine Drive from the Lions Gate Bridge to the West , past Lighthouse Park , Horseshoe Bay and then further on to the 7100 Marine Drive block .","To get there, take the Marine Drive from the Lions Gate Bridge to the west, past Lighthouse Park, Horseshoe Bay and then onto the 7100 Marine Drive block.",0.7790722807745561,32.35294117647059,0.9310344827586207,0.8928571428571429,0.9310344827586207,77.9072280774556
"Inverallan is one of the parishes which formed the ecclesiastical ( later civil ) parish of `` Cromdale , Inverallan and Advie '' in Morayshire in Scotland .","Inverallan is one of the parishes that formed the ecclesiastical parish of  Cromdale, Inverallan and Advie '' in Morayshire, Scotland.",0.47050183646315696,42.857142857142854,0.8780487804878049,0.717948717948718,0.8780487804878049,47.05018364631574
Mr. Thuso Nokwanda Mbedu was born in Pietermaritzburg as Thuso Mbebu .,Thuso Nokwanda Mbedu was born in Pietermaritzburg as Thuso Mbebu.,0.8337529180751805,25.0,0.9523809523809523,0.9473684210526316,0.9523809523809523,83.37529180751808
"For ideal gases , the molar volume is given by the ideal gas equation , a good approximation for many usual gases at standard temperature and pressure .","For ideal gases, molar volume is given by the ideal gas equation, a good approximation for many usual gases at standard temperature and pressure.",0.9038693388414086,25.0,0.9795918367346939,0.9361702127659574,0.9795918367346939,90.38693388414096
John Barrow Island is a member of the Queen Elizabeth Islands and the Canadian Arctic Archipelago in the territory of Nunavut .,John Barrow Island is a member of the Queen Elizabeth Islands and the Canadian Arctic Archipelago in Nunavut.,0.7891033530969458,22.727272727272727,0.923076923076923,0.8648648648648648,0.923076923076923,78.9103353096946
It was chosen as the 19th best movie at the 7th Yokohama Film Festival .,It was chosen as the 19th best film at the 7th Yokohama Film Festival.,0.8003203203844999,20.0,0.9285714285714286,0.8461538461538461,0.9285714285714286,80.03203203845001
"Christopher Griffiths ( born Christopher Llewellyn ) is an actor , best known for his role as Logan in the 2002 film `` Where Were We ... '' .",Christopher Llewellyn ( born Christopher Griffiths ) is an actor best known for his role as Logan in the 2002 film  Where Were We Were We... ''.,0.6598375555766071,24.137931034482758,0.9565217391304348,0.8636363636363636,0.8695652173913043,65.98375555766069
"Netanya is located on the Israeli Mediterranean Coastal Plain , the historic land bridge between Europe , Africa , and Asia .","Netanya is located on the Israeli Mediterranean Sea, the historic land bridge between Europe, Africa and Asia.",0.6908734925994157,36.36363636363637,0.9142857142857143,0.8484848484848485,0.9142857142857143,69.08734925994156
Owned by Rick and Sheri Dorritie is Megasaurus and owned by Mike West Transaurus .,"Owned by Rick and Sheri Dorritie, Megasaurus is owned by Mike West Transaurus.",0.6729864884660303,33.33333333333333,0.962962962962963,0.7199999999999999,0.888888888888889,67.29864884660307
All five events started the last day and concluded with the final on the first day .,All five events started the last day and concluded with the final on the first day.,1.0,11.76470588235294,1.0,1.0,1.0,100.00000000000004
"In January 2011 , FIBA Asia deputy secretary general Manuel V. Pangilinan along with SBP president Hagop Khajirian inspected the venue .","In January 2011, FIBA Asia Deputy Secretary General Manuel V. Pangilinan and SBP President Hagop Khajirian inspected the venue.",0.5206256094167634,27.27272727272727,0.9230769230769231,0.8648648648648649,0.9230769230769231,52.062560941676324
The strong influence of Attic-figure Greek vase painting has convinced some experts that the artist who decorated the tomb was a red metic .,The strong influence of Attic-figure Greek vase painting has convinced some experts that the artist who decorated the tomb was a red metic.,1.0,8.333333333333332,1.0,1.0,1.0,100.00000000000004
A unique feature of the human metate is the lack of ceremonial figures .,A unique feature of the human metate is lack of ceremonial figures.,0.7881929718099911,21.428571428571427,0.9600000000000001,0.8695652173913043,0.9600000000000001,78.81929718099911
"Durr was born in Birmingham , Alabama , where she was brought up by southern women , but was also taught that the Ku Klux Klan were protectors of black femaleness .","Durr was born in Birmingham, Alabama, where she was brought up by Southern women, but was also taught that the Ku Klux Klan were protectors of black femaleness.",0.9157103753711766,25.0,1.0,1.0,1.0,91.57103753711765
"Katrina M. of Sputinik Music was positive and said that the song is reverse , bright and cheerful .","Katrina M. of Sputinik Music said that the song is reverse, bright, and cheerful.",0.653923278611969,42.10526315789473,0.9032258064516129,0.8275862068965517,0.9032258064516129,65.3923278611969
"The Nokasippi River , the Mississippi River and the Little Nokasippi River are all in the area .","The Nokasippi River, the Mississippi River and the Little Noppi River are all in the area.",0.8394327083733336,27.77777777777778,0.9375,0.8666666666666667,0.9375,83.94327083733333
"In 2006 , the Álvarez won the South America Games against Hamilton Ventura .","In 2006, the lvarez won against Hamilton Ventura at the South American Games.",0.284955776032203,57.14285714285714,0.8799999999999999,0.6086956521739131,0.64,28.495577603220287
"Some reports state `` 30 years or more '' , while others claim `` 50 years or more '' .","Some reports say  30 years or more '', while others claim  50 years or more ''.",0.6026428190784108,35.0,0.9285714285714286,0.8461538461538461,0.9285714285714286,60.26428190784109
"The resignation of Councillor Horace Muspratt ( party ? , St. Peter , reported April 15 , 1908 ) was elected to the council on 2 June 1909 .","The resignation of councillor Horace Muspratt ( party??, St. Peter, reported April 15, 1908 ) was elected on 2 June 1909.",0.7145073300724933,41.37931034482759,0.9268292682926829,0.8717948717948718,0.9268292682926829,71.45073300724933
"On April 11 , 2011 , a like planet , HD 38283 b , was discovered in an Earth-Saturnian orbit .","On April 11, 2011, a like planet, HD 38 b.283, was discovered in an Earth-Saturnian orbit.",0.747357556981764,52.38095238095239,0.9142857142857143,0.787878787878788,0.9142857142857143,74.73575569817635
"On July 21 , 2014 , after his two successful years at Las Palmas in Spain , Chrisantus signed a three-year contract with the Turkish Super Lig - Club Sivasspor .","On July 21, 2014, Chrisantus signed a three-year contract with Turkish Super Lig- Club Sivasspor.",0.33518027766651276,64.51612903225806,0.7441860465116279,0.6341463414634146,0.7441860465116279,33.518027766651265
"Ruben Bolling ( born 1963 in New Jersey ) is a pseudonym for cartoonist Ken Fisher , the author of `` Tom the Dancing Bug '' .","Ruben Bolling ( born 1963 in New Jersey ) is a pseudonym for cartoonist Ken Fisher, author of  Tom the Dancing Bug ''.",0.7757120240030141,22.22222222222222,0.975609756097561,0.9230769230769231,0.975609756097561,77.57120240030144
"On December 1 , Tinnish announced that he had withdrawn from his position with Toronto and would stay with Atlanta .","On December 1, Tinnish announced that he had withdrawn from his position with Toronto and would stay with Atlanta.",1.0,19.047619047619047,1.0,1.0,1.0,100.00000000000004
"Located in the southern part of the county , it lies in the southeastern part of the state .",It is located in the southern part of the county and is situated in the southeastern part of the state.,0.605478327168454,36.84210526315789,0.8648648648648648,0.742857142857143,0.8108108108108107,60.54783271684541
"He was born in New York City in East Broadway on October 23 , 1806 .",He was born on 23 October 1806 in New York City in East Broadway.,0.5094002845309816,43.75,1.0,0.6153846153846154,0.7142857142857143,50.94002845309819
He always added his own surname of Bhosle and then treated the child like his own son .,He always added his own surname Bhosle and then treated the child like his own son.,0.8428014430784181,16.666666666666664,0.9696969696969697,0.9032258064516129,0.9696969696969697,84.28014430784187
"After selling his house on 30 Harare drive to the Canadian Embassy he bought Bromley Farm just outside Marondera , Zimbabwe .","After selling his house on 30 Harare drive to the Canadian Embassy, he bought Bromley Farm just outside Marondera, Zimbabwe.",0.8787419089273848,22.727272727272727,1.0,1.0,1.0,87.87419089273847
"The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died March 14 , 1998 , from Lou Gehrig 's disease .","Robert Baldwin died in 1977 in Washington, D.C. Robert Baldwin and Helen Baldwin died March 14, 1998 from Lou Gehrig's disease.",0.6016779960516389,50.0,0.8936170212765957,0.8444444444444444,0.7659574468085107,60.16779960516385
Doyline is an entry point to Lake Bistineau and the Bistineau State Park .,Doyline is an entry point into the Bistineau State Park and Lake Bistineau.,0.5048005504343401,35.714285714285715,0.9230769230769231,0.6666666666666666,0.6923076923076923,50.480055043434
"Companies based in the larger rivium include Rockwell Automation , Royal Dutch Shell , Sodexho Nederland , Pfizer , Van Oord and many more .","Companies based in the largerrivium include Rockwell Automation, Royal Dutch Shell, Sodexho Nederland, Pfizer, Van Oord and many others.",0.7712376964833685,48.0,0.8717948717948718,0.8108108108108109,0.8717948717948718,77.12376964833685
"Axl Rose had wanted the Seattle rock band Nirvana to be the opening act , but frontman Kurt Cobain declined .","Axl Rose had wanted the Seattle rock band Nirvana to be the opening act, but frontman Kurt Cobain had declined.",0.8867047947918724,19.047619047619047,0.9743589743589743,0.918918918918919,0.9743589743589743,88.6704794791872
"He built weapons factories for Vtorov and Mikhelson in Moscow , Serpukhov , Zatishye ( Elektrostal ) , Bogorodsk ( Noginsk ) .","He built weapons factories for Vtorov and Mikhelson in Moscow, Serpukhov, Zatishye ( Elektrostal ), Bogorodsk ( Noginsk ).",1.0,34.78260869565217,1.0,1.0,1.0,100.00000000000004
