text,paraphrase,BLUE_score,TER_score,ROUGE1_score,ROUGE2_score,ROUGEL_score,SACREBLUE_score
"This was a series of nested angular standards , so that measurements in azimuth and elevation could be done directly in polar coordinates relative to the ecliptic .",this was a series of nested angular standards to allow measurements in azimuth and elevation to be done directly in polar coordinates relative to the ecliptic,0.6496650860194763,17.857142857142858,0.8846153846153846,0.8000000000000002,0.8846153846153846,64.96650860194757
His father emigrated to Missouri in 1868 but returned when his wife became ill and before the rest of the family could also go to America .,his father emigrated to missouri in 1868 but returned when his wife became ill and before the rest of the family could also go to america,0.7813950770601232,3.7037037037037033,1.0,1.0,1.0,78.13950770601237
"In January 2011 , the Deputy Secretary General of FIBA Asia , Hagop Khajirian , inspected the venue together with SBP - President Manuel V. Pangilinan .",in january 2011 the deputy general secretary of fiba asia hagop khajirian inspected the venue with sbp president manuel v pangilin,0.0,33.33333333333333,0.9302325581395349,0.7317073170731706,0.8837209302325582,5.986746012243267
"Steiner argued that , in the right circumstances , the spiritual world can be explored through direct experience by practicing ethical and cognitive forms of rigorous self-discipline .",steiner argued that the spiritual world can be explored through direct experience by practicing ethical and cognitive forms of rigorous self-discipline,0.6310223754804246,25.0,0.9166666666666666,0.8695652173913043,0.9166666666666666,63.10223754804249
"Luciano Williames Dias ( born July 25 , 1970 ) is a Brazilian football coach and former player .",luciano williames dias born july 25 1970 is a brazilian football coach and former player,0.23693677810258215,21.052631578947366,1.0,1.0,1.0,23.693677810258215
"During her sophomore , junior and senior summers , she spent half of it with her Alaska team , and half playing , and living in Oregon .",during her junior junior and senior summers she spent half of it with her alaska team and half playing and living in oregon,0.3847827295250443,21.428571428571427,0.9565217391304348,0.9090909090909091,0.9565217391304348,38.478272952504426
The smallest number that can be represented in two positive and seventh ways as a sum of four different powers is 2056364173794800 .,the smallest number that can be represented in two positive and seven ways as a sum of four different powers is 2056364173794800,0.786666359120811,8.695652173913043,0.9545454545454546,0.9047619047619048,0.9545454545454546,78.66663591208106
"His father emigrated to Missouri in 1868 , but returned when his wife became ill and before the rest of the family could go to America .",his father emigrated to missouri in 1868 but returned when his wife became ill and before the rest of the family could go to america,0.6879186357518018,7.4074074074074066,1.0,1.0,1.0,68.79186357518016
"The Villa Pesquera facilities are owned by the Municipality of Ponce , but operated by the fishermen themselves .",the villa pesquera facilities are owned by the municipality of ponce but operated by the fishermen themselves,0.4509022804918603,10.526315789473683,1.0,1.0,1.0,45.090228049186024
It is situated south of Köroğlu Mountains and to the north of Bolu .,it is located south of the krolu mountains and north of bolu,0.0,35.714285714285715,0.7407407407407408,0.4,0.6666666666666665,9.325518508158757
The Río Blanco mine is a large copper mine located in the north of Peru in Loreto Region .,the ro blanco mine is a large copper mine in the north of peru in loreto,0.3887519725576998,21.052631578947366,0.8571428571428572,0.7272727272727272,0.8571428571428572,38.87519725576999
"He appeared as General Tao in the Amazon - Show `` The Man at the High Castle '' , and as Onoda in AMC `` Hell On Wheels '' .",he appeared as general tao in amazon's show the man at the high castle '' and as onoda in amc hell on wheels '',0.0,23.333333333333332,0.9565217391304348,0.8636363636363636,0.9565217391304348,4.544079256425144
"The spectral levels of light that can be measured by plants for photosynthesis is similar to , but not the same as what 's used by lumens .",the spectral levels of light that can be measured by plants for photosynthesis are similar but not the same as what's used by lumens,0.5767924370787486,21.428571428571427,0.9411764705882353,0.8571428571428572,0.9411764705882353,57.67924370787486
The Sunset Sunset Road comes from right and becomes Briscoe Mountain Road .,sunset sunset road is from right and becomes briscoe mountain road,0.19561803044642365,23.076923076923077,0.8695652173913043,0.761904761904762,0.8695652173913043,19.56180304464237
"To get there , take the Marine Drive from the Lions Gate Bridge to the West , past Lighthouse Park , Horseshoe Bay and then further on to the 7100 Marine Drive block .",to get there take marine drive from lions gate bridge to the west past lighthouse park horseshoe bay and then further on to the 7100 marine drive block,0.21336880216473741,17.647058823529413,0.9655172413793104,0.8928571428571429,0.9655172413793104,21.336880216473755
